index,a_name,a_form,a_tier,b_name,b_form,b_tier,winner
500,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
501,Geto Suguru,Curse Manipulation / Adult,15.12,Might Guy,Eight Gates,33.3,0.0
502,Ryomen Sukuna,True Form / Full Power,17.02,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,1.0
503,Geto Suguru,Curse Manipulation / Adult,15.12,Star and Stripe,New Order Active,24.12,0.0
504,Frieza,Black Frieza Form,97.0,Diane,Post-Training / Gideon,51.38,1.0
505,Sasuke Uchiha,New Era / Susano'o,34.7,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
506,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Meruem,Post-Rose / Great King,18.12,0.0
507,Muzan,True Form,16.92,Julius Novachrono,Wizard King Peak,19.94,0.0
508,Itachi Uchiha,Edo Tensei,24.12,Yami Sukehiro,Death Thrust / Final War,27.18,0.0
509,Megumi Fushiguro,Mahoraga,15.12,All Might,Prime,27.18,0.0
510,Sasuke Uchiha,New Era / Susano'o,34.7,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
511,Obito Uchiha,Jubi Jinchuriki,31.33,Lucifero,True Form,27.18,1.0
512,Toji Fushiguro,Peak Form,15.12,Homelander,V1 (Comics),8.17,0.0
513,Hisoka Morow,Ryu and Ko,13.0,Battle Beast,Final Battle Peak (Comics),36.02,0.0
514,Geto Suguru,Curse Manipulation / Adult,15.12,Invincible,Post-Resurrections (Comics),36.02,0.0
515,Itachi Uchiha,Edo Tensei,24.12,Star and Stripe,New Order Active,24.12,0.0
516,Goku,MUI (Perfected Ultra Instinct),97.0,Meliodas,True Magic Form,57.8,1.0
517,Piccolo,Orange Form / Super Hero Arc,97.0,Frieza,Black Frieza Form,97.0,0.0
518,Sasuke Uchiha,New Era / Susano'o,34.7,Escanor,The One Ultimate,57.8,0.0
519,Muzan,True Form,16.92,Ban,Post-Purgatory with Snatch,57.8,0.0
520,Kurapika,Yorknew City Arc / Emperor Time,12.12,Supreme Deity,Full Power,51.38,0.0
521,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Katsuki Bakugo,Cluster / Plus Ultra,23.04,0.0
522,Gowther,Emotions Restored,51.38,Zeldris,3rd Demon Mark,57.8,0.0
523,Minato Namikaze,Edo Tensei,27.18,Julius Novachrono,Wizard King Peak,19.94,0.0
524,Mahito,True form,12.12,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
525,Itachi Uchiha,Edo Tensei,24.12,Supreme Deity,Full Power,51.38,0.0
526,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
527,Hashirama Senju,Sage Mode / War Arc,29.59,Lucifero,True Form,27.18,0.0
528,Toji Fushiguro,Peak Form,15.12,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
529,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Omni-Man,Final Battle Peak (Comics),31.33,0.0
530,Obito Uchiha,Jubi Jinchuriki,31.33,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
531,Satoru Gojo,Shinjuku Showdown Arc,17.02,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,1.0
532,Adult Gon,Adult Form,17.02,Zeldris,3rd Demon Mark,57.8,0.0
533,Ban,Post-Purgatory with Snatch,57.8,Invincible,Post-Resurrections (Comics),36.02,0.0
534,Krillin,Super Hero Arc / Destructo Disc,97.0,Meruem,Post-Rose / Great King,18.12,0.0
535,Shoto Todoroki,Flashfreeze Heatwave,23.04,Piccolo,Orange Form / Super Hero Arc,97.0,0.0
536,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
537,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Atom Eve,Second Resurrection (Comics),31.33,0.0
538,Meruem,Post-Rose / Great King,18.12,Gowther,Emotions Restored,51.38,0.0
539,Shoto Todoroki,Flashfreeze Heatwave,23.04,Hulk,Devil Hulk (Comics),94.5,0.0
540,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Adult Gon,Adult Form,17.02,0.0
541,Merlin,Infinity Active,57.8,Homelander,V1 (Comics),8.17,1.0
542,Piccolo,Orange Form / Super Hero Arc,97.0,Cell,Perfect Form,51.38,0.0
543,Zeldris,3rd Demon Mark,57.8,Thragg,Post-Timeskip (Comics),36.02,0.0
544,Nanami Kento,Shibuya Incident Peak,12.12,Gowther,Emotions Restored,51.38,0.0
545,Adult Gon,Adult Form,17.02,Meruem,Post-Rose / Great King,18.12,0.0
546,Geto Suguru,Curse Manipulation / Adult,15.12,Gohan,Beast Form / Super Hero Arc,97.0,0.0
547,Izuku Midoriya,Fa Jin / Gearshift / Full cowl,27.18,Meliodas,True Magic Form,57.8,0.0
548,Adult Gon,Adult Form,17.02,Homelander,V1 (Comics),8.17,0.0
549,Nanami Kento,Shibuya Incident Peak,12.12,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,0.0
550,Satoru Gojo,Shinjuku Showdown Arc,17.02,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,0.0
551,Might Guy,Eight Gates,33.3,Gowther,Emotions Restored,51.38,0.0
552,Katsuki Bakugo,Cluster / Plus Ultra,23.04,Diane,Post-Training / Gideon,51.38,0.0
553,Diane,Post-Training / Gideon,51.38,Gowther,Emotions Restored,51.38,0.0
554,All Might,Prime,27.18,Allen the Alien,Second Evolution (Comics),32.9,0.0
555,Geto Suguru,Curse Manipulation / Adult,15.12,Yuno,Spirit of Zephyr / Spirit Dive,29.68,0.0
556,Minato Namikaze,Edo Tensei,27.18,Merlin,Infinity Active,57.8,0.0
557,Escanor,The One Ultimate,57.8,Invincible,Post-Resurrections (Comics),36.02,1.0
558,Might Guy,Eight Gates,33.3,Chaos,Primordial Entity,96.0,0.0
559,Asta,Perfect Devil Union / Zetten,31.33,Yuno,Spirit of Zephyr / Spirit Dive,29.68,1.0
560,Might Guy,Eight Gates,33.3,Obito Uchiha,Jubi Jinchuriki,31.33,0.0
561,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Thor,Rune King Thor (Comics),99.25,0.0
562,Adult Gon,Adult Form,17.02,Thragg,Post-Timeskip (Comics),36.02,0.0
563,Itachi Uchiha,Edo Tensei,24.12,Chaos,Primordial Entity,96.0,0.0
564,Zeldris,3rd Demon Mark,57.8,Allen the Alien,Second Evolution (Comics),32.9,0.0
565,Mahito,True form,12.12,Gon Freecss,Ryu and Ko,13.0,1.0
566,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Future Trunks,Sword of Hope / Zamasu Fight,97.0,0.0
567,Naruto Uzumaki,Baryon Mode,51.38,Atom Eve,Second Resurrection (Comics),31.33,0.0
568,Cell,Perfect Form,51.38,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,1.0
569,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,Thor,Rune King Thor (Comics),99.25,0.0
570,Megumi Fushiguro,Mahoraga,15.12,Supreme Deity,Full Power,51.38,0.0
571,Lucifero,True Form,27.18,Escanor,The One Ultimate,57.8,0.0
572,Lucifero,True Form,27.18,Meliodas,True Magic Form,57.8,0.0
573,Yuji Itadori,Complete Sukuna Gauntlet Peak,15.12,Gowther,Emotions Restored,51.38,0.0
574,Noelle Silva,Saint Valkyrie / Spirit Dive,29.59,Killua Zoldyck,Godspeed,13.0,1.0
575,Satoru Gojo,Shinjuku Showdown Arc,17.02,Vegeta,Ultra Ego / Granolah Arc Peak,97.0,0.0
576,Gon Freecss,Ryu and Ko,13.0,Meruem,Post-Rose / Great King,18.12,0.0
577,Yami Sukehiro,Death Thrust / Final War,27.18,Gon Freecss,Ryu and Ko,13.0,1.0
578,Ryomen Sukuna,True Form / Full Power,17.02,Krillin,Super Hero Arc / Destructo Disc,97.0,0.0
579,Shoto Todoroki,Flashfreeze Heatwave,23.04,Merlin,Infinity Active,57.8,0.0
580,Yuno,Spirit of Zephyr / Spirit Dive,29.68,Chrollo Lucilfer,Skill Hunter Peak,13.0,1.0
581,Goku,MUI (Perfected Ultra Instinct),97.0,Future Trunks,Sword of Hope / Zamasu Fight,97.0,1.0
582,Kaguya Otsutsuki,Truth Seeker Orbs,51.38,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,1.0
583,Goku,MUI (Perfected Ultra Instinct),97.0,Cell,Perfect Form,51.38,1.0
584,Naruto Uzumaki,Baryon Mode,51.38,Goku,MUI (Perfected Ultra Instinct),97.0,0.0
585,Goku,MUI (Perfected Ultra Instinct),97.0,Escanor,The One Ultimate,57.8,1.0
586,Feitan Portor,Pain Packer,13.0,Thragg,Post-Timeskip (Comics),36.02,0.0
587,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Julius Novachrono,Wizard King Peak,19.94,0.0
588,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),34.7,Obito Uchiha,Jubi Jinchuriki,31.33,1.0
589,Asta,Perfect Devil Union / Zetten,31.33,Supreme Deity,Full Power,51.38,0.0
590,Allen the Alien,Second Evolution (Comics),32.9,Invincible,Post-Resurrections (Comics),36.02,0.0
591,Kakashi Hatake,DMS (Dual Mangekyo Sharingan),31.33,Battle Beast,Final Battle Peak (Comics),36.02,0.0
592,Nanami Kento,Shibuya Incident Peak,12.12,Feitan Portor,Pain Packer,13.0,0.0
